101
17
******
1,0.42574257425742573
2,0.19801980198019803
3,0.5841584158415841
4,0.40594059405940597
5,0.2376237623762376
6,0.3564356435643564
7,0.5544554455445545
8,0.6039603960396039
9,0.8217821782178217
10,0.7920792079207921
12,0.16831683168316833
14,0.7425742574257426
15,0.12871287128712872
16,0.43564356435643564
17,0.40594059405940597
-
1 4,0.38613861386138615
1 7,0.19801980198019803
1 8,0.37623762376237624
1 9,0.38613861386138615
1 10,0.42574257425742573
1 14,0.32673267326732675
1 16,0.297029702970297
1 17,0.38613861386138615
2 3,0.19801980198019803
2 5,0.15841584158415842
2 9,0.19801980198019803
2 10,0.19801980198019803
2 14,0.19801980198019803
3 5,0.21782178217821782
3 6,0.297029702970297
3 7,0.32673267326732675
3 8,0.19801980198019803
3 9,0.4158415841584158
3 10,0.38613861386138615
3 12,0.12871287128712872
3 14,0.38613861386138615
3 16,0.12871287128712872
4 7,0.21782178217821782
4 8,0.39603960396039606
4 9,0.40594059405940597
4 10,0.40594059405940597
4 14,0.3465346534653465
4 16,0.31683168316831684
4 17,0.40594059405940597
5 9,0.1782178217821782
5 10,0.2376237623762376
5 14,0.1782178217821782
6 7,0.2871287128712871
6 8,0.22772277227722773
6 9,0.297029702970297
6 10,0.15841584158415842
6 12,0.16831683168316833
6 14,0.25742574257425743
6 16,0.12871287128712872
7 8,0.36633663366336633
7 9,0.46534653465346537
7 10,0.38613861386138615
7 12,0.12871287128712872
7 14,0.4158415841584158
7 16,0.27722772277227725
7 17,0.21782178217821782
8 9,0.6039603960396039
8 10,0.46534653465346537
8 12,0.16831683168316833
8 14,0.5148514851485149
8 16,0.3465346534653465
8 17,0.39603960396039606
9 10,0.6831683168316832
9 12,0.16831683168316833
9 14,0.7326732673267327
9 15,0.1188118811881188
9 16,0.42574257425742573
9 17,0.40594059405940597
10 14,0.6039603960396039
10 15,0.1188118811881188
10 16,0.38613861386138615
10 17,0.40594059405940597
12 14,0.15841584158415842
14 16,0.37623762376237624
14 17,0.3465346534653465
16 17,0.31683168316831684
-
1 4 7,0.19801980198019803
1 4 8,0.37623762376237624
1 4 9,0.38613861386138615
1 4 10,0.38613861386138615
1 4 14,0.32673267326732675
1 4 16,0.297029702970297
1 4 17,0.38613861386138615
1 7 8,0.18811881188118812
1 7 9,0.19801980198019803
1 7 10,0.19801980198019803
1 7 14,0.15841584158415842
1 7 16,0.1782178217821782
1 7 17,0.19801980198019803
1 8 9,0.37623762376237624
1 8 10,0.37623762376237624
1 8 14,0.31683168316831684
1 8 16,0.2871287128712871
1 8 17,0.37623762376237624
1 9 10,0.38613861386138615
1 9 14,0.32673267326732675
1 9 16,0.297029702970297
1 9 17,0.38613861386138615
1 10 14,0.32673267326732675
1 10 16,0.297029702970297
1 10 17,0.38613861386138615
1 14 16,0.24752475247524752
1 14 17,0.32673267326732675
1 16 17,0.297029702970297
2 3 5,0.15841584158415842
2 3 9,0.19801980198019803
2 3 10,0.19801980198019803
2 3 14,0.19801980198019803
2 5 9,0.15841584158415842
2 5 10,0.15841584158415842
2 5 14,0.15841584158415842
2 9 10,0.19801980198019803
2 9 14,0.19801980198019803
2 10 14,0.19801980198019803
3 5 9,0.15841584158415842
3 5 10,0.21782178217821782
3 5 14,0.15841584158415842
3 6 7,0.22772277227722773
3 6 8,0.16831683168316833
3 6 9,0.2376237623762376
3 6 10,0.10891089108910891
3 6 12,0.12871287128712872
3 6 14,0.2079207920792079
3 7 8,0.1485148514851485
3 7 9,0.24752475247524752
3 7 10,0.16831683168316833
3 7 14,0.22772277227722773
3 8 9,0.19801980198019803
3 8 12,0.12871287128712872
3 8 14,0.16831683168316833
3 9 10,0.2871287128712871
3 9 12,0.12871287128712872
3 9 14,0.38613861386138615
3 9 16,0.1188118811881188
3 10 14,0.25742574257425743
3 12 14,0.12871287128712872
3 14 16,0.1188118811881188
4 7 8,0.2079207920792079
4 7 9,0.21782178217821782
4 7 10,0.21782178217821782
4 7 14,0.1782178217821782
4 7 16,0.19801980198019803
4 7 17,0.21782178217821782
4 8 9,0.39603960396039606
4 8 10,0.39603960396039606
4 8 14,0.33663366336633666
4 8 16,0.3069306930693069
4 8 17,0.39603960396039606
4 9 10,0.40594059405940597
4 9 14,0.3465346534653465
4 9 16,0.31683168316831684
4 9 17,0.40594059405940597
4 10 14,0.3465346534653465
4 10 16,0.31683168316831684
4 10 17,0.40594059405940597
4 14 16,0.26732673267326734
4 14 17,0.3465346534653465
4 16 17,0.31683168316831684
5 9 10,0.1782178217821782
5 9 14,0.1782178217821782
5 10 14,0.1782178217821782
6 7 8,0.1782178217821782
6 7 9,0.22772277227722773
6 7 10,0.12871287128712872
6 7 12,0.12871287128712872
6 7 14,0.19801980198019803
6 7 16,0.1188118811881188
6 8 9,0.22772277227722773
6 8 12,0.16831683168316833
6 8 14,0.18811881188118812
6 9 10,0.15841584158415842
6 9 12,0.16831683168316833
6 9 14,0.25742574257425743
6 9 16,0.1188118811881188
6 10 14,0.1188118811881188
6 12 14,0.15841584158415842
6 14 16,0.10891089108910891
7 8 9,0.36633663366336633
7 8 10,0.26732673267326734
7 8 12,0.12871287128712872
7 8 14,0.3069306930693069
7 8 16,0.22772277227722773
7 8 17,0.2079207920792079
7 9 10,0.36633663366336633
7 9 12,0.12871287128712872
7 9 14,0.40594059405940597
7 9 16,0.26732673267326734
7 9 17,0.21782178217821782
7 10 14,0.31683168316831684
7 10 16,0.22772277227722773
7 10 17,0.21782178217821782
7 12 14,0.1188118811881188
7 14 16,0.22772277227722773
7 14 17,0.1782178217821782
7 16 17,0.19801980198019803
8 9 10,0.46534653465346537
8 9 12,0.16831683168316833
8 9 14,0.5148514851485149
8 9 16,0.3465346534653465
8 9 17,0.39603960396039606
8 10 14,0.37623762376237624
8 10 16,0.3069306930693069
8 10 17,0.39603960396039606
8 12 14,0.15841584158415842
8 14 16,0.297029702970297
8 14 17,0.33663366336633666
8 16 17,0.3069306930693069
9 10 14,0.594059405940594
9 10 15,0.10891089108910891
9 10 16,0.38613861386138615
9 10 17,0.40594059405940597
9 12 14,0.15841584158415842
9 14 16,0.37623762376237624
9 14 17,0.3465346534653465
9 16 17,0.31683168316831684
10 14 16,0.33663366336633666
10 14 17,0.3465346534653465
10 16 17,0.31683168316831684
14 16 17,0.26732673267326734
-
1 4 7 8,0.18811881188118812
1 4 7 9,0.19801980198019803
1 4 7 10,0.19801980198019803
1 4 7 14,0.15841584158415842
